model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission
vanilla_mode,0,20,162,,-4.761477481697322,,-4.769032686260512,2.621379661027522,0.0
