model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission
vanilla_mode,7,20,148,,-1.913310818371999,,-1.862804195851642,2.8090546393697133,0.0
