model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
augmented_with_shift_repeatwithoutshift_mode,7,6,5,0.09355637584443578,-1.949118954569681,70,0.08841204313240911,-1.9199573540185306,1.572802902838296,0.03978864955641772,0.19783440224695595,0.17586477096452482,2.159989215082091,0.058185039323573454,1.231003787806855
