model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
augmented_mode,0,0.6242151673890518,2,3,0.19792219785666704,-2.3190121195288547,70,0.22659974591780804,-2.2994398755390923,0.6838256896729561,0.0284272632881883,0.3724037620419675,0.02057580327535328,0.091956936930816,0.09422396124962852,1.2149686897521894,4.460526610176534,0.0713861591086417,0.002055793170078059
