model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
augmented_mode,0,0.0,1,4,0.0,-2.3270947851390478,70,0.0,-2.29524156957169,0.0,0.0,0.0,0.0,0.10441176470588236,0.10441176470588236,1.0,4.572185968258427,0.0679538489705604,0.0
