model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR
vanilla_sliced_mode,6,20,263,0.4072902043530527,-0.8653989489283743,0.4018196792689522,-0.5891360920928506,2.436258918891821,0.1134666329662618,0.3464204452586485,7.364540160568675,0.6017733493873043,0.6605762344535608,16.15663129331335
