model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf
augmented_with_shift_mode,1,100,6,0.13692329550657364,-0.6736177912793533,0.14307003562886877,-0.660566273715292,4.099633734989899,0.04373101823271384,0.32914945073690477,0.02252388750702182,0.613875322649133,0.5816848654425194
