model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
Groundtruth,,7,0,0.7445831107188169,0.05101877533978115,-1.890853706887613,70,0.7433801206606835,-1.8806042677771626,5.154106823613472,-1.939697055228065
