model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
sliced_and_augmented_with_small_shifts,0,10,4,0.2937928350062931,-1.9373891073060143,70,0.27246399675971494,-1.9304920277571649,1.3253433142168851,-1.939697055228065
