model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,6,2,0.7504918051989229,0.10790667425934465,-1.9240396671851305,70,0.7462794398663835,-1.895072949744424,2.268722604166256,-1.939697055228065
