model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
training_augmented_with_shift_then_vanilla,0,10,10,0.34493480497426704,0.13507458242531709,-1.9266401092097525,70,0.3202674272224312,-1.8931301180642435,4.758985629816192,-1.939697055228065
