model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,3,2,0.8329403084341531,0.029191251771025068,-1.9279979263353666,70,0.8683477101603627,-1.9079726908926578,1.9461623826654095,-1.939697055228065
