model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,MI_predict_proba
augmented_mode,3,3,3,0.881482046031827,-1.6164010938248412,0.9399300943372776,-1.611472312761876,0.936027293210377,0.0011204668626561,0.0057774889593433,2.811047629409653,0.2175532618798655,0.2212189150060017,1.5193119083608455,70,0.006935268018492551
