model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba,posterior_entropy
augmented_mode,0,10,5,0.7504528763136282,-1.6085742541084371,0.7211659115156138,-1.5986269689093335,2.038889499593977,0.039813070624779,0.2727400297441525,3.774561790857791,0.1488555885934677,0.1939827788991585,4.114946100141317,70,2.7377302681018545,0.0837277247532683,0.0564863490767222,1.4937288344382995
