model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba,posterior_entropy
augmented_mode,0,1,4,0.0,-1.6190668141659814,0.0,-1.6173311988681436,0.0,0.0,0.0,0.0,0.2367647058823529,0.2367647058823529,1.0,70,0.0,0.0,0.0,0.0
