model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,6,10,0.6879386796373669,0.1924221531501444,-1.9303287421492328,70,0.7079178131262529,-1.9141793912466945,2.3052087619621617,-1.939697055228065
