model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
augmented_with_shift_mode,6,2,3,0.03551973430370387,-1.08681753448345,70,0.03651226996396693,-1.0873854888704673,0.6885108183014939,0.00041396542199550676,0.25996113897669293,0.2586989283119655,1.0291186494537576,0.0012361348641955886,0.6801326846490651
