model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,3,41,0.7064193618287729,0.10181420909086808,-1.9237044721329872,70,0.7077938755626655,-1.908089186539034,2.2491984302391703,-1.939697055228065
