model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,8,10,0.8229086555966577,0.1586067744362527,-1.9245986121009655,70,0.7994687633064864,-1.8987545153608056,2.423496804066231,-1.939697055228065
