model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
augmented_with_shift_repeatwithoutshift_mode,5,6,3,0.08473703156641049,-1.596644766144772,70,0.08271514036324669,-1.5942497359548577,1.4895151363972254,0.025295587951350874,0.19452812770251604,0.20433792064149808,1.8245023800474887,0.11482617442844116,1.0514170319230876
