model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba,posterior_entropy
vanilla_sliced_mode,0,10,100,0.2769297388878596,-1.6377291374657126,0.2544254705662776,-1.51601586891633,2.133541434182284,0.1495536479449602,0.5489582197801156,3.760430849211176,0.1405991452521372,0.2145855484265742,8.016004674235901,70,3.373609501645393,0.0782959521223824,0.1937815458515666,0.8685717636066527
