model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR
augmented_mode,9,1,5,0.0,-0.6755645417407492,0.0,-0.6704431513338038,0.0,0.0,0.0,0.0,0.6308823529411764,0.6308823529411764,1.0
