model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba
augmented_with_shift_mode,0,0.8971400821263366,4,4,0.13820733318107264,-2.315066876285375,70,0.10640299267779181,-2.289863950027443,1.0398632278336382,0.0010376473578969831,0.10536860430404688,0.1053711874800046,1.239650301088629,0.0068873569774574005
