model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
augmented_with_shift_mode,0,0.43110317110370144,2,5,0.024238929955297032,-2.322821291396174,70,0.034422451060222445,-2.2924566317467012,0.4696324868596675,0.0382852004522696,0.0484046590443913,0.0010915197556589772,0.10532461674042869,0.10424824382903262,1.0358216545835865,4.4898794860886335,0.0685862431460909,0.005443309955833981
