model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
augmented_with_shift_mode,7,4,7,0.12787421143057126,-2.3282741243041007,70,0.10569904430888792,-2.2676252217056683,1.3678060118770854,0.0011379860896086474,0.1025803335254353,0.10003795413574788,2.6751293607333695,0.027020454720413346,0.9344370272993874
