model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
vanilla_mode,0,10,10,0.698911587709193,-2.0662435143393294,70,0.7312322562092642,-2.077398156564425,2.1304333832415914,4.62299175642355,0.1089622718998669,0.17162194399103053,5.000030403262638,0.08510489069260577,1.3414036156406368
