model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,MI_predict_proba,posterior_entropy
augmented_with_shift_mode,6,8,16,0.0801139513186898,-1.61449462803083,0.0689315558471276,-1.5775478893943682,1.8433575742328032,0.1822005859206741,0.3238103311295816,0.0260784414100128,0.1936527544082552,0.2083842428448983,3.389922385559081,70,0.1701294131886465,1.0075956893430866
