model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba,posterior_entropy
augmented_with_shift_mode,0,10,12,0.098867378321865,-1.5993698741463451,0.1044270944079156,-1.5659230683897825,2.113163178660427,0.2252837088806041,0.4069367031768181,0.0584600089690935,0.1946797423123689,0.219903801156928,5.21691836653602,70,3.325800576195957,0.0806386330600313,0.17460087707093,1.2594536349873378
