model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,train_trials,MI_predict_proba
augmented_with_shift_mode,3,3,6,0.2990442999528031,-1.6138086988853528,0.2579470162992973,-1.6116486776094583,0.0559485209672008,0.0053595139600016,0.0355669360820813,0.0085688582283166,0.2348594160502298,0.2336146025301019,1.000098370439247,70,0.0008303490227378641
