model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
Groundtruth,,7,0,0.5592085323041969,0.1292351902767937,-1.806740278912793,70,0.5640182356360978,-1.8183327742260955,6.581274891724907,-1.941411509012184
