model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,4,11,0.8243297955927864,0.17190588853325847,-1.9267043630538747,70,0.769077001944763,-1.9128536715922206,1.3914477544345578,-1.939697055228065
