model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,3,11,0.9342279725748344,0.19043461312025217,-1.9258550466740272,70,0.8987475516349673,-1.91197784766295,1.1330670308334336,-1.939697055228065
