model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,8,16,0.6140791576050859,0.16757146418653132,-1.9231097699578954,70,0.5824804488937488,-1.8848676347233229,3.558292984573071,-1.939697055228065
