model_name,model_id,n_components,iterations,test_self_consistency,test_self_consistency_modified_pi,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_sliced_mode,0,2,70,0.7764815015166587,0.005391335054487668,-1.9280944171590555,70,0.6990665279032421,-1.915544657685536,1.816188901211997,-1.939697055228065
