model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy,test_self_consistency_modified_pi
vanilla_sliced_mode,0,10,10,0.6071813554188965,-1.9295785672873527,70,0.6187435068228946,-1.9000090076954173,2.8466023741845254,-1.939697055228065,0.21448809609793834
