model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
Groundtruth,,5,0,0.04963271377756834,-1.5644620592754404,70,0.04470139779785618,-1.5700551797567222,1.6039809510755172,0.0,0.19628029612564887,0.19628029612564887,4.018546307237485,0.2691430081953925,0.8839580645434255
