model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
Groundtruth,,3,0,0.018470386971827454,-0.9911325611204713,70,0.01746829847063758,-0.9752052185961112,1.0958600849914486,0.0,0.26513826541280017,0.26513826541280017,2.8424818094840254,0.5222035717055695,0.3142462825973454
