model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,PR,minus_test_entropy
vanilla_mode,0,10,9,0.6485101321523615,-1.9530137511699082,70,0.6495626082476168,-1.9370699783341514,2.925724500805102,-1.9408404470025145
