model_name,model_id,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,D_JS_stationary_pi,projection_pi,projection_pinf,PR,MI_predict_proba,posterior_entropy
augmented_mode,1,8,5,0.9145350203592242,-1.0783003229912387,70,0.9069738103408114,-1.081394167828568,1.4402357452896246,4.909097526751715,0.28140979172115616,0.33087732675404896,2.1048111427932454,0.024571916989952994,1.198472850912783
