model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
vanilla_sliced_mode,0,0.12936969171204987,3,43,0.5392541040790255,-2.3205304677120924,70,0.2935659187780709,-2.266570840515216,0.2610799284660952,0.0944423701579957,0.3683298294924424,6.68357716629374,0.09791487215232779,0.0077665015478147045,1.0654495756203506,4.480261398614866,0.0697845735248845,0.0026005959476735805
