model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
vanilla_sliced_mode,0,0.0,1,3,0.0,-2.3085943631070216,70,0.0,-2.288390551179549,0.0,0.0,0.0,0.0,0.10285714285714286,0.10285714285714286,1.0,4.359372972413839,0.068620304059003,0.0
