model_name,model_id,posterior_entropy,n_components,iterations,test_self_consistency,test_score,train_trials,train_self_consistency,train_score,steady_state_entropy,MI_emission,MI_transition,D_JS_stationary_pi,projection_pi,projection_pinf,PR,mean_MI_with_GT,confidence_MI_with_GT,MI_predict_proba
vanilla_sliced_mode,0,0.48117115797018817,2,66,0.2801396274294267,-2.321571146968571,70,0.23232749190645735,-2.272160994621783,0.6929679487580054,0.0698672559757914,0.4942024884543363,0.011737493385139637,0.0983527147943561,0.10309301126894371,1.6466279755875577,4.479296314933812,0.069614275873922,0.005915620595328441
